Semente;Eixo Menor;Eixo Maior;Razao;Area;Perimetro
81;7.847220038;28.08495498;3.578968711;143;61.45584369
82;7.709102026;23.03959713;2.988622677;113.5;52.04163015
83;7.892934567;27.89808924;3.53456487;142.5;61.6984843
84;16.91618964;27.91069048;1.649939559;152;63.25483322
85;8.233769715;27.63621662;3.356447602;143.5;61.35533845
86;8.365019096;29.63806145;3.543095492;160.5;66.18376553
87;8.419743873;26.46103043;3.142735793;146.5;59.6984843
88;7.417774556;27.76382438;3.74287789;132.5;57.89949477
89;7.370217814;26.04547605;3.533881455;125;56.28427076
90;12.17686803;24.85490883;2.041157772;157;57.59797907
91;12.87142045;23.98638958;1.863538657;117;54.76955199
92;7.882356083;22.82695219;2.895955466;115.5;52.04163015
93;8.248285573;25.16887488;3.051406823;136.5;56.87005723
94;11.73788892;24.63156833;2.098466641;132;56.28427076
95;7.526255081;30.13633017;4.004160083;144;64.62741661
97;7.240626769;28.07861139;3.877925528;134;59.59797907
98;9.959960014;27.37602723;2.748608146;137.5;62.87005723
99;8.263975514;26.78590089;3.241285123;144;61.11269784
100;7.418649033;21.67406042;2.921564334;102;48.62741661
101;8.146257672;25.65479601;3.149273819;134.5;57.21320307
102;7.869315841;25.58731144;3.251529353;125;54.97056246
103;7.971347777;26.2790796;3.296692144;137;58.28427076
104;14.02345043;23.55792657;1.679895164;117;53.94112492
105;7.343432069;26.76451905;3.644688043;127;56.97056246
;8.78924939;26.07640606;3.083845081;134.4114583;57.55579176
