Semente;Eixo Menor;Eixo Maior;Razao;Area;Perimetro
1;8.538811627;23.7688284;2.783622527;130.5;53.55634892
2;8.231056038;23.46530248;2.850825261;127;51.94112492
3;8.633858262;24.67379222;2.85779445;138;57.11269784
5;8.367575751;21.26189997;2.540986852;115.5;49.6984843
6;8.567932881;22.03200096;2.571448827;122.5;49.55634892
7;7.968447012;24.24495061;3.042619292;127;53.94112492
9;8.114613199;26.03349541;3.208223827;134.5;55.55634892
10;8.498009806;26.0455914;3.064904842;143;57.94112492
11;7.896148081;20.37559553;2.580447495;103.5;46.87005723
12;8.080340487;22.9508616;2.840333478;122.5;50.52691138
13;9.373190835;24.16564274;2.578166088;134;53.79898953
14;7.534430955;23.3002579;3.092504005;112.5;51.55634892
15;8.082152656;21.45763166;2.654940159;110;49.45584369
16;8.788085262;25.7606875;2.931319705;149;56.76955199
17;8.653067735;26.72422444;3.088410406;154.5;59.35533845
18;8.304258757;21.80926245;2.626274432;118.5;49.55634892
19;8.051971218;23.21909511;2.883653516;122.5;52.52691138
20;8.214682599;22.87603127;2.784773604;122;52.28427076
21;8.38459968;23.871008;2.847006287;131.5;53.6984843
22;8.452111278;24.28436941;2.873171994;134;55.45584369
23;8.183267438;20.49214363;2.504151769;108.5;46.87005723
24;7.877111734;21.58197496;2.739833544;108;49.45584369
25;7.9016573;21.12578102;2.673588617;106.5;48.384776
26;7.051358384;22.05525044;3.127801657;98;48.97056246
27;8.530744768;22.99677673;2.695752523;130;51.11269784
28;8.584697197;22.52238878;2.623550751;128;51.11269784
29;9.571132133;24.24281443;2.532909805;128.5;54.87005723
30;8.143580983;23.05774782;2.83140155;123.5;50.52691138
31;8.039250131;24.47088185;3.04392592;128;54.28427076
32;8.653250127;26.47701238;3.059776615;150;58.76955199
33;8.623284647;22.12923845;2.56621918;123;50.14213538
34;8.101413561;23.07642294;2.848444011;123;51.94112492
35;8.525595905;22.21219615;2.605354089;123;51.11269784
36;8.914682305;24.11718161;2.705332706;140;56.28427076
37;8.660521369;25.06428608;2.894085126;139.5;57.6984843
38;8.375639909;22.41596991;2.67632923;110.5;50.04163015
39;8.070808395;21.09852773;2.61417775;106;48.28427076
40;8.344126663;23.81931901;2.854620977;128;54.62741661
41;8.017736023;19.98404641;2.492479966;104;46.28427076
42;7.374299457;25.03112478;3.394373245;118;53.31370831
43;12.2402608;36.94711579;3.018490896;223;89.25483322
44;8.92996949;24.17860093;2.707579344;141;54.97056246
45;7.840265938;22.62399061;2.885615206;113.5;52.04163015
46;7.9844171;23.76659384;2.976622281;123.5;53.21320307
47;8.214755395;22.69294035;2.762460872;121;52.62741661
48;7.564902776;25.68625219;3.395450405;125;55.94112492
49;8.273494773;23.80708093;2.877512053;128;54.62741661
50;8.110473809;23.02850485;2.839353827;120;52.62741661
51;8.371105607;25.27265823;3.019034691;138;56.14213538
52;8.680882023;22.73240599;2.618674684;127.5;52.87005723
53;8.08403918;22.69161453;2.806964937;118;51.79898953
54;8.599178897;24.34581126;2.831178598;136;55.45584369
55;8.321393676;21.11965494;2.537994928;114.5;48.384776
56;8.529370072;24.19558518;2.836737646;135;55.11269784
57;8.135148013;21.55557692;2.649684662;113.5;50.04163015
58;8.503285587;26.2081038;3.082114969;146.5;59.6984843
59;8.191633788;22.26910874;2.718518591;120.5;51.35533845
60;8.396544099;24.17348867;2.878980732;131;55.79898953
62;8.178141303;26.44022867;3.233036418;141.5;58.04163015
63;7.588910647;26.05543162;3.433355962;126.5;54.72792184
65;7.725742873;25.18585655;3.259991558;125;54.97056246
66;7.641204344;19.0980824;2.499355015;92.5;43.55634892
67;8.320418637;22.45332507;2.698581171;121;51.45584369
68;8.355188411;23.12759716;2.76805214;124.5;52.384776
69;8.196380086;24.59023178;3.000133172;131;55.11269784
70;7.574266499;23.11533749;3.051825215;111.5;51.21320307
71;8.256319019;22.98426701;2.7838395;124.5;51.6984843
72;7.91487591;19.70381717;2.489466341;99;45.45584369
73;8.390329157;24.81614503;2.957708161;135.5;55.35533845
74;6.982535623;24.83948976;3.557373868;110.5;52.72792184
75;8.238023318;22.782874;2.765575324;124.5;51.35533845
76;8.560653949;23.65085332;2.762739092;132.5;52.52691138
77;8.591959422;23.94790167;2.787245667;135.5;54.52691138
78;8.462707605;23.54753466;2.782505997;131;53.45584369
79;8.814542726;25.78991481;2.925836951;148.5;58.87005723
80;8.071084452;26.8915665;3.331840555;144;58.42640615
81;8.132313731;25.14559875;3.092059601;133;56.62741661
82;8.424173156;24.85055697;2.949910514;134;55.79898953
83;10.13624529;23.18523254;2.287359064;124.5;52.52691138
84;10.01193656;23.95354805;2.392498984;139;55.11269784
85;8.05621844;26.55762128;3.29653689;139.5;58.384776
86;7.330667889;27.2349392;3.71520571;128.5;57.55634892
87;8.367863591;24.92112628;2.978194615;138;55.11269784
88;8.173249268;23.68384841;2.897727407;124.5;53.21320307
89;8.169056907;23.74837859;2.907113864;125;54.28427076
90;8.354403761;25.15535026;3.011028791;135;57.45584369
91;8.801449776;24.37808803;2.769780962;139.5;55.21320307
92;8.3816243;24.25632099;2.893988101;132.5;53.55634892
93;8.25209789;23.92632058;2.899422777;128;52.97056246
94;7.956815468;24.92634873;3.132704136;127.5;55.21320307
95;8.633344133;25.95078367;3.005878519;147.5;57.21320307
96;8.716897911;26.91042544;3.087156201;153.5;60.04163015
97;11.23372982;22.66428879;2.017521265;134.5;51.6984843
98;7.330928049;24.82359915;3.386146881;117;53.79898953
99;9.12214687;24.47597152;2.68313719;147.5;56.04163015
100;8.323481873;24.25548308;2.91410295;132.5;54.52691138
102;7.903284426;16.38823777;2.073598378;78.5;39.55634892
;8.360060172;23.79380644;2.856783921;127.5309278;53.59767213
