Semente;Eixo Menor;Eixo Maior;Razao;Area;Perimetro
1;7.967338694;23.32213904;2.927218226;118.5;51.55634892
2;8.436644324;23.53943219;2.790141587;131.5;53.35533845
3;8.411229553;23.82715126;2.832778622;131;52.97056246
4;7.609533898;23.89812336;3.14055022;115;52.14213538
5;8.201533396;24.8166686;3.025857166;132;55.79898953
6;8.716329712;24.02746973;2.756604044;139.5;53.35533845
7;7.952437547;24.37177147;3.064691968;127;54.28427076
10;7.893834274;24.96838437;3.163023634;129;55.11269784
11;8.348234854;21.24243054;2.54454156;116;49.11269784
12;8.49504427;24.96943198;2.939293921;139;56.28427076
13;8.28000173;22.75843578;2.74860278;121;51.79898953
14;7.496856732;23.84928494;3.181237923;114.5;52.384776
16;8.388695635;23.85583279;2.84380717;127.5;54.384776
17;8.586139683;27.15303654;3.162426601;153.5;59.21320307
18;8.676123139;24.49061277;2.822759932;137;54.14213538
19;8.81049637;26.85482614;3.048049169;155;59.79898953
21;7.903084149;20.40985234;2.582517402;102;46.97056246
22;7.521634004;22.87513406;3.0412453;111;52.28427076
23;8.346666268;24.5498283;2.941273499;133.5;55.35533845
24;8.457503019;26.05358312;3.080528976;146.5;58.52691138
25;7.605567293;23.09156177;3.036139302;114;51.11269784
26;8.05177008;23.3813089;2.903871902;122;52.62741661
28;8.304204035;25.55598354;3.077475388;139.5;56.87005723
31;8.426762767;25.22859001;2.993864988;141.5;55.35533845
32;8.524344384;22.47441848;2.636498183;122;52.62741661
33;8.26678995;24.86268854;3.007538439;133.5;56.04163015
34;9.859548064;23.19335577;2.352375141;113.5;51.21320307
36;7.007579824;23.61940036;3.370550312;105.5;51.55634892
37;8.315894801;24.22991898;2.91368753;129;54.14213538
38;8.130021573;24.52645637;3.016776297;130.5;53.55634892
39;12.13603866;22.24380489;1.832871954;117;50.28427076
40;8.613749335;25.17831051;2.923037289;139.5;56.384776
41;8.156610598;23.36384711;2.86440634;125;51.94112492
42;8.175486785;25.03985734;3.062797115;132;56.62741661
43;7.943135939;22.25995271;2.802413667;109.5;49.55634892
44;16.28252861;25.7283186;1.580118127;149;59.94112492
45;8.820414065;26.18131017;2.968263165;157;57.59797907
46;7.578004638;22.04253284;2.908751564;109.5;48.52691138
47;8.58318342;23.64019621;2.754245721;131;52.97056246
48;7.211035505;21.94598727;3.043389157;101;48.14213538
50;16.7243226;22.84719312;1.366105741;130.5;56.52691138
51;8.360953245;24.33408546;2.910443911;133;53.94112492
52;8.821966343;23.36634075;2.648654488;138.5;53.35533845
53;8.652541384;23.76180593;2.746222743;134;53.79898953
54;8.686460635;23.49416583;2.704687999;129;52.14213538
55;7.808259761;22.71322013;2.908870968;113;50.14213538
56;8.284920044;22.9739085;2.772978904;124;52.28427076
57;8.16272668;23.03622577;2.822123865;121.5;52.384776
59;9.244651566;23.39148779;2.530272517;142.5;55.21320307
60;8.590344;22.95402134;2.672072426;128.5;52.384776
61;8.528376329;24.06617779;2.821894446;133.5;54.87005723
62;12.2550693;23.42044373;1.911082113;131.5;52.52691138
63;7.707953265;21.56774141;2.798115229;106.5;48.384776
64;8.133714253;23.48879791;2.887831707;123.5;51.55634892
65;8.123220274;19.99026443;2.460879277;105;47.45584369
66;11.00149708;25.23193589;2.293500212;135.5;56.04163015
67;7.418676941;24.82516391;3.346306101;116.5;52.72792184
68;8.397329565;23.68853889;2.820960963;131;53.45584369
69;11.05201262;25.171221;2.277523729;143;57.11269784
70;8.19972023;22.60057081;2.756261211;122.5;50.87005723
71;6.966156249;24.17841348;3.470839961;108;53.11269784
72;7.617418702;25.23268007;3.312497456;125.5;55.35533845
73;7.379004266;24.10560379;3.266782742;117;52.76955199
74;8.65019698;23.58533982;2.726566791;132.5;53.21320307
75;7.83135795;22.00834649;2.810284836;111;48.97056246
76;8.633336427;24.86753272;2.880408163;143;55.94112492
77;8.601896589;21.51641412;2.501356986;120;49.79898953
78;7.888718322;22.76419045;2.885663998;114.5;51.21320307
79;8.458303241;24.13112075;2.852950534;134;52.97056246
80;8.466178241;25.02568497;2.955960087;138;56.28427076
81;7.236923421;24.34928356;3.364590468;108.5;53.21320307
82;9.922428041;25.92377086;2.612643876;156.5;60.52691138
83;7.711936225;20.73322241;2.688458749;103;46.28427076
84;8.037957751;24.36664897;3.031447754;128;54.62741661
85;8.237351943;24.25494813;2.944507932;131;52.97056246
86;8.156267217;24.3806264;2.989189264;128.5;54.87005723
87;8.919563357;23.98360575;2.688876663;141.5;54.87005723
88;8.171258178;29.27467066;3.582639298;148.5;64.87005723
89;7.755316573;19.88274287;2.563756448;98.5;46.04163015
90;7.898217971;23.43649691;2.967314525;120.5;52.87005723
91;8.954371988;24.2415433;2.707229868;145;55.94112492
92;7.569347219;22.48740885;2.970851806;109.5;47.89949477
93;8.465654837;24.27957318;2.868008872;136;53.94112492
94;8.096699067;24.12229761;2.979275556;125;54.62741661
95;8.784150024;23.95338143;2.72688665;137;54.62741661
96;7.826568688;22.1111665;2.825141819;108;50.14213538
97;7.831845469;24.55171361;3.134856747;124.5;53.55634892
98;8.098030701;22.84516145;2.821076172;117;50.97056246
103;15.46984764;22.17182905;1.433228663;128;53.94112492
104;8.365398492;23.84988904;2.851016489;128.5;54.384776
105;7.869708755;24.41709309;3.102667946;124.5;54.04163015
106;8.408361705;27.25334338;3.241219198;149.5;60.384776
;8.618766521;23.81337265;2.82501311;127.0108696;53.45994842
