Semente;Eixo Menor;Eixo Maior;Razao;Area;Perimetro
87;8.069476112;27.29873296;3.382962238;145;59.94112492
88;8.63969316;23.28600807;2.695235541;134.5;52.52691138
89;7.971551938;24.5293523;3.077111269;127.5;54.87005723
90;8.462289743;25.42183778;3.00413228;140.5;57.35533845
91;8.695485714;23.51411159;2.704174599;135.5;53.35533845
92;8.36295483;24.42746299;2.920912941;133;55.45584369
93;8.316431173;23.70251745;2.850082801;128.5;54.04163015
94;7.891057643;19.82445427;2.512268338;100;45.45584369
95;7.787319075;22.06929559;2.83400428;113;49.11269784
96;8.117234133;21.0397702;2.591987598;107.5;48.384776
97;8.559311482;24.88535154;2.907401091;138;55.79898953
98;8.663239156;23.46957562;2.709099357;135;51.94112492
99;8.033491966;25.02167677;3.114670044;131.5;55.6984843
100;8.160615409;23.98600829;2.939240129;124.5;54.04163015
101;7.400546163;24.65810456;3.331930376;115;54.62741661
102;8.697872645;23.18267406;2.665326915;130.5;53.21320307
103;8.383828386;26.11590055;3.115032817;144.5;58.18376553
104;8.818717082;24.92225759;2.826063855;144.5;57.35533845
105;13.53281945;23.42538006;1.731005143;132.5;54.52691138
106;8.610515348;22.90821415;2.660492808;129.5;52.04163015
107;8.099166123;24.06047315;2.970734615;125.5;55.35533845
109;8.65822843;24.10427235;2.783972789;136;55.45584369
;8.439971027;23.63907963;2.839454599;124.5;52.96074433
