Semente;Eixo Menor;Eixo Maior;Razao;Area;Perimetro
78;7.348375861;24.70527798;3.362005217;116.5;53.6984843
79;7.177654487;27.75641946;3.867059847;125;58.97056246
80;9.85077115;28.43453388;2.886528724;144;61.45584369
81;6.814447354;25.98621367;3.81340002;112.5;54.72792184
82;7.411901476;24.535423;3.310273765;117.5;53.35533845
83;8.170054112;27.02052031;3.307263322;145;59.45584369
84;7.546966147;27.61997832;3.659745888;130;60.62741661
85;7.255324401;29.22728575;4.028391308;137;61.31370831
86;7.754401585;24.83405864;3.202575772;122;54.14213538
87;7.16018731;26.18517102;3.65705112;120;56.14213538
88;11.81444882;24.31186852;2.057808104;117;52.76955199
89;10.63838202;24.33114005;2.287109075;109.5;52.04163015
90;8.364852282;30.62467176;3.661113278;165.5;64.72792184
91;7.76799247;28.44279452;3.661537344;140.5;62.04163015
92;9.258254081;26.41059389;2.852653822;130.5;58.52691138
93;6.802807599;27.04018556;3.974856729;115;58.28427076
94;8.070590447;29.55929085;3.662593344;154.5;65.6984843
95;7.965130721;26.80614064;3.365436373;140;59.11269784
96;7.163668068;23.64705557;3.300970306;108.5;52.04163015
97;8.107556723;25.8395996;3.187100687;135;58.28427076
98;8.537537484;28.25655915;3.30968493;132.5;59.21320307
99;7.517018704;27.58028701;3.669045946;131;58.97056246
100;8.560701404;28.16134255;3.289606916;156;63.45584369
101;7.16559773;26.44834005;3.691016583;121.5;56.384776
;8.208781497;26.54587706;3.344801754;128.4479167;57.7513388
