Semente;Eixo Menor;Eixo Maior;Razao;Area;Perimetro
1;8.267565209;28.44410516;3.440445215;154;61.59797907
2;8.429351562;26.28722025;3.118534095;140.5;57.89949477
3;7.399076471;25.49123602;3.445191588;119.5;54.72792184
4;7.332373909;26.41312478;3.602261028;126.5;56.52691138
5;7.809995836;25.66020322;3.285559143;128.5;56.87005723
6;7.504675513;25.99426648;3.463742894;125.5;57.35533845
7;7.16439587;26.3410729;3.676663515;120.5;57.35533845
8;7.041818863;25.43832791;3.612465529;115;54.97056246
9;7.709091484;24.78616265;3.215185953;120.5;53.35533845
10;7.637970234;30.05107122;3.934431571;149;65.59797907
11;8.555930517;27.6408691;3.230609347;154;62.28427076
12;8.208683187;29.16067246;3.552417823;153;65.59797907
13;8.554659363;26.972086;3.152911747;151;59.59797907
14;13.529703;29.00916479;2.144109505;154;63.11269784
15;8.210948705;29.81232042;3.630800958;159.5;65.21320307
16;10.71504416;28.33529562;2.644440396;140.5;61.6984843
17;8.1756154;27.54975409;3.369746832;144;60.62741661
18;12.27321604;26.6451554;2.171000274;140;59.11269784
19;10.13701075;28.10436876;2.772451313;140.5;63.35533845
20;9.233699413;30.45569869;3.298320351;163.5;65.21320307
21;8.269134342;25.38084296;3.069347033;136.5;57.21320307
22;8.377082068;28.5145333;3.403874173;152;63.45584369
23;8.110730819;27.39607452;3.377756595;144;61.11269784
24;8.805039393;30.93552281;3.513388348;177.5;67.21320307
25;14.33100194;26.98706896;1.883125065;150.5;61.35533845
26;8.21495072;26.2226886;3.192068886;137;57.79898953
27;15.41068921;24.39018303;1.582679574;127.5;56.52691138
28;14.34066414;26.90658549;1.876244031;133;58.76955199
29;15.72160885;24.8314515;1.579447227;139.5;58.18376553
30;8.601176502;28.76015659;3.343746821;159;62.97056246
31;7.915840222;26.92589372;3.401520618;137.5;57.55634892
32;8.699602326;27.34125235;3.142816341;154.5;60.18376553
33;7.838997861;30.6805341;3.913833712;156;64.97056246
34;12.76027665;25.07108652;1.964776094;135.5;57.84061968
35;8.144743027;27.97932087;3.435261343;148;59.79898953
36;8.311486325;28.49019713;3.427810144;152;61.79898953
37;8.188881832;27.25849575;3.328720124;143;59.79898953
38;8.43582548;28.04833303;3.324906744;153.5;61.55634892
39;7.980964288;27.73210141;3.474780791;143;61.59797907
40;13.0325453;27.36828817;2.099995629;148.5;64.52691138
41;16.7691121;27.84016484;1.660205065;158;63.59797907
42;8.33845642;28.76042483;3.449130556;157.5;64.18376553
43;12.46983394;29.84019254;2.39299037;159;65.94112492
44;7.534232658;27.75660914;3.684065836;135.5;59.35533845
45;7.974530674;30.12101644;3.777152246;158;66.42640615
46;8.838172253;28.83453906;3.262500236;168.5;63.01219261
47;7.862644564;25.26250296;3.212977867;125;54.97056246
48;7.594392367;28.21334463;3.715023305;138;60.14213538
