Semente;Eixo Menor;Eixo Maior;Razao;Area;Perimetro
50;7.949758519;22.31826545;2.807414263;115;49.94112492
51;6.871440655;24.95770242;3.632091679;106.5;54.04163015
52;7.492625592;24.58030382;3.280599507;119.5;53.6984843
53;7.259715428;21.16062588;2.914801012;99;46.62741661
54;8.185291341;24.85494446;3.036537543;133;55.59797907
55;7.46012445;27.39520217;3.67221785;128;59.79898953
59;7.684506309;27.64240177;3.597160398;137.5;60.04163015
60;7.606288988;24.63168865;3.238331949;121;54.62741661
61;8.672861696;26.02120173;3.000301704;138;57.11269784
62;7.673319274;23.99657161;3.127273968;120.5;52.87005723
63;8.203029679;27.2673258;3.324055485;147;60.76955199
64;7.865338911;24.9541284;3.172670457;126.5;55.6984843
65;7.258126439;27.14908729;3.740509003;130;58.76955199
66;8.318834306;26.96615315;3.241578346;144;58.97056246
67;12.34081349;26.97639329;2.185949354;140.5;60.18376553
68;7.133585142;23.8802093;3.347574723;111;50.76955199
69;7.6458371;25.06797553;3.278643686;126.5;55.35533845
70;8.037178642;23.67308866;2.945447615;120.5;52.384776
71;7.586967646;27.69619053;3.650495405;134.5;58.72792184
72;8.179568739;27.49136611;3.360979898;146.5;59.55634892
73;12.06354052;27.73238753;2.298859732;151.5;59.84061968
74;8.331662178;29.7509638;3.570831746;158;66.28427076
75;8.370953305;23.97852948;2.864492084;130;54.14213538
76;8.397059451;26.87976268;3.201092339;143.5;60.87005723
77;8.885807318;23.04070804;2.592978579;135;51.94112492
78;13.79121096;23.60174497;1.711361318;122;53.11269784
80;7.477903087;23.18046106;3.099861122;107;51.94112492
81;7.63537423;23.97460126;3.139937944;115;53.11269784
82;8.574111917;28.1062316;3.278034142;159;62.28427076
83;8.433227818;28.15884792;3.339035602;155.5;61.01219261
84;10.72161891;29.8380695;2.782981726;166.5;66.18376553
85;8.358245177;27.69609295;3.313625332;152;60.62741661
86;8.289436592;23.861426;2.878534113;127;52.97056246
87;7.567692663;25.77839373;3.406374291;127;54.76955199
88;8.687978649;22.85028421;2.630103633;129.5;50.72792184
89;7.647946594;25.62813605;3.350982611;124.5;56.04163015
90;9.65347182;23.74542249;2.459780578;151;56.28427076
91;7.46710987;26.26913954;3.517979513;124.5;57.6984843
92;11.36984533;22.00430053;1.935321009;109.5;49.35533845
93;7.597210989;25.32956745;3.33406134;124;55.11269784
94;7.241139985;27.21400658;3.758248927;130;57.59797907
95;7.729050377;23.13397683;2.993120202;118;50.76955199
96;8.195631112;27.23874843;3.323569358;142;61.45584369
97;8.020499669;22.60257939;2.818101156;117;51.94112492
98;7.173233793;19.51511183;2.720545907;86;42.48528123
99;8.498150115;23.46855951;2.761608019;128.5;54.04163015
100;7.941979135;27.30445996;3.437991903;138.5;60.18376553
101;7.43887543;27.09872646;3.642852568;131;58.76955199
102;8.928481911;23.53403185;2.635837994;137.5;53.55634892
103;8.819319075;22.00077307;2.494611305;128.5;50.384776
;8.401519835;25.58243756;3.120654994;130.1649485;56.39944162
